QuestionID,SourceFolder,Part,Label,QuestionText,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,Translation,ImageFile,AudioFile
E3-P4-12,3,4,Question 12,Look at the graphic. Who is giving this announcement?,Daisy Witaker (正解),Doctor Connor Einheart,"Sarah Lee, PhD",Nancy White,A,"請看圖表。在進行此公告的是誰？

A. Daisy Witaker 

B. Doctor Connor Einheart

C. Sarah Lee, PhD 

D. Nancy White",,T03-04-008-03.mp3
E3-P4-13,3,4,Question 13,Which statement is true?,Camping is not allowed.,Camping is allowed with recreational vehicles.,"Camping is allowed, but not in recreational vehicles.(正解)",Camping will only be allowed on the first night of the festival.,C,"以下哪一項敘述正確？

a. 不得露營。

b. 可以開露營車來露營。

c. 可以露營，但不可以在露營車上。

d. 露營只限嘉年華會期間的第一個晚上。",,T03-04-004-01.mp3
E3-P4-14,3,4,Question 14,Where will the festival take place?,Oregon,California(正解),Texas,Colorado,B,"這個嘉年華會將在何處舉行？

a. 奧勒岡州

b. 加州

c. 德州

d. 科羅拉多州",,T03-04-004-02.mp3
E3-P4-15,3,4,Question 15,What is happening in this talk?,The speaker is promoting a poetry and music festival.(正解),Someone is promoting Moose Authority's new album.,The speaker is informing the public of a protest movement.,The announcement informs the public of changes to camping codes.,A,"這段對話正在討論以下何者？

a. 說話者在推廣詩樂嘉年華會。

b. 某人在推銷「Moose Authority」的新專輯。

c. 說話者正向民眾通知一場抗議活動。

d. 這則通告是在告訴民眾露營規定的變更。",,T03-04-004-03.mp3
E3-P4-16,3,4,Question 16,Who left this message?,a happy customer,a radio announcer,an employee from Appliance Jungle(正解),a disgruntled customer,C,"這則訊息是以下何者留下的？

a. 一名快樂的顧客

b. 一名電台播報員

c. Appliance Jungle公司的一名員工

d. 一名不悅的顧客",,T03-04-006-01.mp3
E3-P4-17,3,4,Question 17,What is probably true about this talk?,The repairman has called to inform the customer about annual upkeep.,The customer is having a problem with his washing machine. (正解),The customer called to have a washing machine delivered.,The repairman doesn't think he'll be able to fix the problem.,B,"關於這則對話以下何者可能正確的

a. 修理員已經打電話通知該顧客關於年度維修的事。

b. 該顧客的洗衣機有問題。

c. 該顧客打電話叫人送一台洗衣機過來。

d. 這名維修人員不認為他能把這個毛病修好。",,T03-04-006-02.mp3
E3-P4-18,3,4,Question 18,What is NOT true about this message?,The inner tub is off its axis.,The repairman thinks the problem is common.,The speaker will try to provide assistance.,The washer can be repaired immediately. (正解),D,"關於這則訊息以下何者為非？

a. 內槽偏離軸心。

b. 維修人員認為這個問題很常見。

c. 通話者會試著提供協助。

d. 洗衣機可以馬上修好。",,T03-04-006-03.mp3
E3-P4-19,3,4,Question 19,Who are the likely listeners?,the teaching staff(正解),the parents,the students,the school principals,A,"以下何人誰可能是聽眾？

a. 教職員

b. 家長

c. 學生

d. 校長",,T03-04-003-01.mp3
E3-P4-20,3,4,Question 20,What would happen if a student got under 70 in all of his or her classes?,He or she would have to repeat the grade.,His or her parents will have to come in for many meetings. (正解),He or she would get expelled from the school.,His or her parents will have to sign a lot of forms.,B,"如果有學生的課堂總分低於七十分會怎樣？

a. 他/她就得要留級。

b. 他/她的家長就得到學校來參加面談。

c. 他/她會被學校開除。

d. 他/她的家長就得簽許多表格。",,T03-04-003-02.mp3
E3-P4-21,3,4,Question 21,What can we infer about the upcoming event?,Students will have to take an exam.,Parents will need to register for new classes.,Students will be disciplined.,It will take place at the school.(正解),D,"我們可以為這場即將到來的活動做什麼推論？

a. 學生將必須參加測驗。

b. 家長將必須登記新的課程。

c. 學生會被懲處。

d. 將會在學校裡舉行。",,T03-04-003-03.mp3
E3-P4-22,3,4,Question 22,On what day will it start to rain?,Saturday,Sunday(正解),Wednesday,Monday,B,"從哪一天開始下雨？

a. 禮拜六

b. 禮拜天

c. 禮拜三

d. 禮拜一",,T03-04-002-01.mp3
E3-P4-23,3,4,Question 23,What is the purpose of this announcement?,to warn citizens of an imminent earthquake,to educate meteorological students,to inform the public of the weather forecast(正解),to advertise waterproof clothing,C,"這則報導的目的為何？

a. 警告市民即將有大地震發生

b. 教育氣象學的學生

c. 告訴大眾天氣的預測

d. 宣傳防水服裝",,T03-04-002-02.mp3
E3-P4-24,3,4,Question 24,What does the speaker imply about the low-pressure system?,It will bring beautiful weather.,It will cause the temperature to rise.,It will not affect the Southeast at all.,It will bring unpleasant weather.(正解),D,"有關這個低氣壓系統，以下何者是報導人員的暗示？

a. 它會帶來風和日麗的好天氣。

b. 它會造成氣溫上升。

c. 它完全不會對東南部造成影響。

d. 它將帶來令人討厭的天氣。",,T03-04-002-03.mp3
E3-P4-25,3,4,Question 25,Why should drivers using 695 be careful?,There is road construction.(正解),There was an accident.,There isn't a guardrail.,The drivers there go too fast.,A,"以下何者是走695號道的駕駛人應該要小心開車的原因？

a. 那裡有道路施工。

b. 那裡有一起事故發生。

c. 那裡沒有護欄。

d. 那裡的駕駛人車速過快。",T03-04-010.jpg,T03-04-010-01.mp3
E3-P4-26,3,4,Question 26,What can we infer about this station?,It makes announcements like this daily.,It makes announcements like this several times per day.(正解),It makes announcements like this weekly.,It makes announcements like this only when traffic is bad.,B,"關於這個電臺以下何者是我們所做的推論？

a. 它每天都會播報像這樣的廣播。

b. 它每天都會播報好幾起這樣的廣播。

c. 它每個禮拜都會播報像這樣的廣播。

d. 它只有在路況不佳時才會播報像這樣的廣播。",T03-04-010.jpg,T03-04-010-02.mp3
E3-P4-27,3,4,Question 27,Look at the graphic. Where did an accident take place?,position 1,position 2,position 3,position 4(正解),D,"請看圖表。事故發生在以下何處？

a. 位置1

b. 位置2

c. 位置3

d. 位置4",T03-04-010.jpg,T03-04-010-03.mp3
E3-P4-28,3,4,Question 28,What kind of an announcement is this?,an educational lecture,an advertisement(正解),a news report,a voicemail,B,"這是一則什麼樣的通知？

a. 一則有教育性的演講

b. 一則廣告

c. 一則新聞報告

d. 一則語音訊息",,T03-04-009-01.mp3
E3-P4-29,3,4,Question 29,Look at the graphic. How much will the second item cost once the sale discussed in the talk is applied?,$650,$599,$325(正解),$999,C,"請見圖表。談話中討論的售價若成交了，第二個品項的價格會是多少？

A.  $650

B.  $599

C.  $325 

D.  $999",,T03-04-009-02.mp3
E3-P4-30,3,4,Question 30,What is NOT true according to the announcement?,Mattress Emporium is located on Highway 72.,They offer a family discount.,The Sleep-O-Matic discount price is $999.(正解),They have an increased inventory.,C,"根據這則通告，以下何者為非？

a. 「床墊王專賣店」位在72號公路上。

b. 他們提供家庭特惠價。

c. 「真好眠」床墊特價是999美金。

d. 他們的存貨變多了。",,T03-04-009-03.mp3
E3-P5-1,3,5,Question 1,So __________ water was leaking onto the floor that the factory crew had to call in an emergency plumber in the middle of the night.,much(正解),little,many,lots of,A,"由於太多水滲漏到地板上，結果工廠員工必須在半夜打緊急電話請水電工過來一趟。

a. 多的(+不可數名詞)

b. 幾乎沒有的 (+不可數名詞)

c. 多的 (+可數名詞)

d. 多的(+可數/不可數名詞)，前不可與So搭配使用



解析：後句提及【call in an emergency plumber打電話緊急請水電工】可知前句的漏水情況一定很嚴重，由空格後的不可數名詞【water】可判斷選項(a)為正解。而選項(b)【little】表【幾乎不】為否定字，與句意不符。",,
E3-P5-2,3,5,Question 2,"Come on everybody, __________ haste and find your seats!",take,make(正解),break,fake,B,"大家快點過來找您的座位。

a. 拿取 (動詞)

b. 搭配句型使用，見解析

c. 休息 (名詞)、打破(動詞)

d. 假的 (形容詞)



解析：空格的名詞【haste】需搭配動詞【make】使用，故選項(b)【make haste】表【動作快】為正解。",,
E3-P5-3,3,5,Question 3,"In order to get your ears pierced, you must have this form signed by your parents or a person who is __________ responsible for you, such as your guardian.",legally(正解),legal,law,a lawyer,A,"為了要打耳洞，你必須請你的父母或是你的合法照養人，例如你的監護人，先在這個表格上簽名。

a. 合法地(副詞)

b. 合法的(形容詞)

c. 法律 (名詞)

d. 律師 (名詞)



解析：根據空格後形容詞【responsible】可判斷空格處為副詞，才可用來修飾後方的形容詞。故選項(a)為正解。其他選項的詞性如選項所示，皆不合本句文法。",,
E3-P5-4,3,5,Question 4,We'd like stop purchasing from that supplier because delayed deliveries have been a __________ problem.,constant(正解),continue,regulated,regulation,A,"我們要停止向那間供應商進貨，因為他們延遲送貨已經變成常態性的問題了。

a. 接連不斷的、持續的 (形容詞)

b. 繼續 (動詞)

c. 使規則化(動詞)

d. 規定(名詞)



解析：由空格後方的名詞【problem】可得知空格為形容詞用法來修飾名詞，搭配前句指出主詞要停止向那間供應商叫貨，故可知名詞【problem問題】不只發生一次。故選項(a)為形容詞用法為正解。",,
E3-P5-5,3,5,Question 5,Is it required for all employees to get a health check to remain ____________ with this firm?,employ,employing,employed(正解),to employ,C,"公司員工是否要有健康檢查報告才能繼續被公司僱用？

a. 原形動詞

b. 現在分詞

c. 過去分詞

d. 不定詞



解析：本句【all employees所有職員】都是被公司所聘雇的，可知受詞【all employees所有職員】與動詞【employ】的關係為被動語氣，故空格處需選擇過去分詞(V-pp)表示被動語氣，故選項(c)為正解。",,
E3-P5-6,3,5,Question 6,"__________ we had to pay for all our snacks and drinks, we quite enjoyed the budget airline flight to Bangkok.",As though,Despite,Rather than,Even though(正解),D,"雖然我們必須負擔全部的點心與飲料費，但是我們喜歡搭這趟廉價航空飛往曼谷。

a. 仿佛、似乎

b. 儘管

c. 而不是

d. 雖然



解析：前句提及主詞【had to pay for all our snacks and drinks必須負擔全部的點心與飲料費】後句的關鍵單字提及【enjoyed the budget airline flight喜歡這趟廉價航空的旅程】，可判斷前後兩句語意相反，故選(d)為正解。選項(a)【as though/as if】表【好像】則用於假設語氣，與本句不符。",,
E3-P5-7,3,5,Question 7,"After working in the import-export industry for half her life, Kelly decided to quit and __________ a career in fashion design.",produce,peruse,pursue(正解),purpose,C,"Kelly在進出口產業工作大半輩子後決定辭職，然後轉職到流行設計產業上班。

a. 生產、製造(動詞)

b. 細讀、精讀(動詞)

c. 追求、從事(動詞)

d. 目的(名詞)



解析：前句指出主詞在進口商工作大半輩子，後句的動詞【quit辭職】指出主詞辭職，再搭配關鍵單字【…a career in fashion design在流行設計產業的工作】可得知主詞轉職到流行設計產業工作。故選項(c)表【pursue a career從事某份工作】符合句意為正解。",,
E3-P5-8,3,5,Question 8,There has been a __________ in the law regarding the use of seat belts in Sacramento.,relax,relaxation(正解),relaxed,relaxes,B,"對於安全帶的使用，薩克拉門托地區政府已放寬了相關法律。

a. 動詞

b. 名詞

d. 現在動詞(搭配主詞三單)

c. 過去動詞



解析：由空格前方的冠詞【a】可得知後接名詞，故空格需選擇名詞。只有選項(b)為正解。其餘選項的詞性如選項所示。",,
E3-P5-9,3,5,Question 9,The main reason Walden got the lecturing position at the technical institute was that his old professor had written a letter of __________ for him.,revelation,recommendation(正解),respiration,renovation,B,"Walden能去那間技術學院當講師的主要原因是他以前的教授幫他寫推薦信。

a. 暴露、揭示(名詞)

b. 推薦(名詞)

c. 呼吸(名詞)

d. 裝潢、改裝(名詞)



解析：根據前方題意，主詞Walden得到工作機會的原因是因為他以前的教授寫的信件。故可得知教授幫他寫推薦信讓他得到教職，故選項(b)的意思符合題意為正解。其餘選項的意思皆不合題意。",,
